My Model Y “screamed” at me to grab the wheel during FSD today because of sun glare… zero chance of true FSD with camera only detection. FSD is more impressive than I ever thought but it is not reall FULL SD.. that part is a fraud,My Model Y “screamed” at me to grab the wheel during FSD today because of sun glare… zero chance of true FSD with camera only detection. FSD is more impressive than I ever thought but it is not reall FULL SD.. that part is a fraud
"By H-1B, for H-1B.","By H-1B, for H-1B."
XAI320 will dominate this cycle,XAI320 will dominate this cycle
Tesla,Tesla
and yet it will still swerve you into oncoming lanes or right into the back of a police car...,and yet it will still swerve you into oncoming lanes or right into the back of a police car...
Soooo.. full self driving in 2 years then?,Soooo.. full self driving in 2 years then?
"Is this video from 2017? Everything was ready in 2020. Said the drug addicted guy, dressed like a homeless.","Is this video from 2017? Everything was ready in 2020. Said the drug addicted guy, dressed like a homeless."
Haters will say this is AI,Haters will say this is AI
All of this would be useless the second dirty snow slush gets splashed and dried onto the camera lenses. You know something that happens to like half the country half the year.,All of this would be useless the second dirty snow slush gets splashed and dried onto the camera lenses. You know something that happens to like half the country half the year.
What about criminals walking out,What about criminals walking out
V2V???,V2V ???
Ok the bad driver is American ND THE GOOD ONE IS Canadian that’s all you need to know about the difference between the two countries.,Ok the bad driver is American ND THE GOOD ONE IS Canadian that’s all you need to know about the difference between the two countries.
They car they used in this all was tesla,They car they used in this all was tesla
Car stops too long. It going to get rear ended by someone expecting a normal human reaction which would be for the car to continue rolling… not stop and wait forever…,Car stops too long. It going to get rear ended by someone expecting a normal human reaction which would be for the car to continue rolling… not stop and wait forever…
It hasn’t really been put to the test unless you give it to Whistlindiesel,It hasn’t really been put to the test unless you give it to Whistlindiesel
We need higher range in cheaper models.,We need higher range in cheaper models.
"Maybe you guys should do this with the M3, no LIDAR, in the middle of the night, with an overturned semi. Y'know, like that guy who DIED using your system did?","Maybe you guys should do this with the M3, no LIDAR, in the middle of the night, with an overturned semi. Y'know, like that guy who DIED using your system did?"
Sold all my xrp yesterday and bought XAI320,Sold all my xrp yesterday and bought XAI320
Davvero fantastico!!!!!!,Really fantastic !!!!!!
It cometh ...,It cometh ...
Why not in EU? Not fsd but safety braking.. Here is s.h.i...t,Why not in EU? Not fsd but safety braking.. Here is s.h.i...t
??Y ???? ?? ?? ??? ?? ;; ???? ????,Model Y When you sell normal sales in Korea;I put it off
Look I have no doubt that fsd is getting better. But unless all cars can talk to each other and know where they are and what they are doing I won't trust it.,Look I have no doubt that fsd is getting better. But unless all cars can talk to each other and know where they are and what they are doing I won't trust it.
Sem palavras isso  sim es trabalhar em prol da preserva??o da humanidade isso n?o tem pre?o podia fazer mas em outro cenarios lugares de difícil acesso ermos fen?menos naturais e alagamentos,Sem palavras isso  sim es trabalhar em prol da preserva??o da humanidade isso n?o tem pre?o podia fazer mas em outro cenarios lugares de difícil acesso ermos fen?menos naturais e alagamentos
Normal Day in California roads,Normal Day in California roads
This video demonstrates that VOLVO is the safest car in the world.,This video demonstrates that VOLVO is the safest car in the world.
Whats FSD mean,Whats FSD mean
"But what about the car that might be behind my car, if My car stopped suddenly ? ... that’s mean all the car should be Tesla","But what about the car that might be behind my car, if My car stopped suddenly ? ... that’s mean all the car should be Tesla"
Holding 210k XAI320 this coin will leave people in the dust eventually,Holding 210k XAI320 this coin will leave people in the dust eventually
"Hey @tesla, i want a model x in 2033","Hey @tesla, i want a model x in 2033"
"Which FSD? Do you mean the FSD you sold to me, took my hard-earned money for, but never delivered in Europe? Now I’m left with an old car, outdated hardware, and no chance of ever receiving it. Normally, this is called ""fraud.""","Which FSD? Do you mean the FSD you sold to me, took my hard-earned money for, but never delivered in Europe? Now I’m left with an old car, outdated hardware, and no chance of ever receiving it. Normally, this is called ""fraud."""
